1,0,0,33.301,1.4089,9.7789e-05,0,33.301,1.4089,9.7789e-05,0,0.0036251
1,0,1,43.162,1.1694,9.7789e-05,0,41.202,1.2059,0.00087373,5,0.0076397
1,0,2,48.629,1.1951,3.268e-06,0,38.227,0.83529,0.0004473,8,0.014162
1,0,3,64.649,1.3247,0.000152,0,68.763,1.629,6.7036e-06,10,0.015736
1,0,4,36.357,0.98413,1.0893e-06,0,99.074,1.8491,0.0004473,3,0.022634
1,0,5,48.269,1.2504,1.0893e-06,0,30.49,0.59588,0.0014275,12,0.023702
1,0,6,96.363,2.0759,1.0893e-06,0,20.388,0.59083,3.0501e-05,11,0.027456
1,0,7,98.316,2.0615,1.0893e-06,0,17.177,0.52409,3.0501e-05,13,0.029252
1,0,8,92.357,2.1654,1.0893e-06,0,81.983,1.7671,1.0893e-06,10,0.024033
1,0,9,98.456,2.0768,1.0893e-06,0,82.896,1.6229,1.0893e-06,11,0.025218
1,0,10,99.931,2.0615,0.0062937,0,22.292,0.57774,3.0501e-05,15,0.027127
1,0,11,99.674,1.9277,0.00014807,0,98.377,2.5363,1.0893e-06,9,0.027595
1,0,12,98.384,2.3947,0.00061916,0,99.17,2.8201,0.001725,5,0.029169
1,0,13,98.001,2.7041,0.00061916,0,94.87,2.323,0.001725,5,0.030134
1,0,14,94.894,2.6348,0.001725,0,96.653,2.1974,0.00014807,4,0.029205
1,0,15,99.194,2.6964,0.00061916,0,99.194,2.7107,0.0009892,3,0.035008
1,0,16,97.864,2.6312,0.001725,1,0,0,100,0,0.030295
1,0,17,94.298,2.6188,0.001725,0,99.172,2.2932,0.014551,6,0.031411
1,1,0,33.301,1.4089,9.7789e-05,0,33.301,1.4089,9.7789e-05,0,0.0013598
1,1,1,38.804,1.1027,3.7205e-05,0,38.227,0.96097,9.7789e-05,4,0.0078884
1,1,2,48.629,1.1951,3.268e-06,0,38.227,0.83529,0.0004473,8,0.013452
1,1,3,44.815,1.1068,3.268e-06,0,57.915,0.95923,0.00014756,11,0.014217
1,1,4,83.917,1.5485,1.0893e-06,0,57.915,0.90179,0.00014756,12,0.019141
1,1,5,45.248,1.1019,1.0893e-06,0,30.112,0.9677,1.6172e-05,14,0.019177
1,1,6,96.363,2.0759,1.0893e-06,0,20.388,0.59083,3.0501e-05,11,0.022104
1,1,7,98.316,2.0615,1.0893e-06,0,17.177,0.52409,3.0501e-05,13,0.023635
1,1,8,77.003,1.9104,1.0893e-06,0,15.786,0.44159,1.0893e-06,14,0.027213
1,1,9,89.517,2.4088,1.0893e-06,0,85.135,1.6441,1.0893e-06,13,0.02506
1,1,10,96.646,2.1025,1.0893e-06,0,87.018,1.4718,1.0893e-06,12,0.025372
1,1,11,99.674,1.9277,0.00014807,0,98.377,2.5363,1.0893e-06,9,0.028306
1,1,12,99.674,2.1014,0.00061916,0,99.674,2.1013,0.0092092,2,0.028352
1,1,13,98.349,2.3273,0.00061916,0,98.349,2.3272,0.0092092,2,0.02968
1,1,14,96.035,2.1105,0.00069319,0,96.338,2.1135,0.0092092,2,0.028754
1,1,15,96.438,2.1306,0.00069319,0,96.748,2.1337,0.0092092,2,0.02977
1,1,16,93.995,2.3596,0.00069319,0,94.304,2.3627,0.0092092,2,0.030478
1,1,17,94.298,2.4924,0.001725,0,99.172,2.5725,0.014551,6,0.031663
1,2,0,33.301,1.4089,9.7789e-05,0,33.301,1.4089,9.7789e-05,0,0.0012833
1,2,1,38.804,1.1027,3.7205e-05,0,38.227,0.96097,9.7789e-05,4,0.0078847
1,2,2,48.629,1.1951,3.268e-06,0,38.227,0.83529,0.0004473,8,0.013324
1,2,3,52.268,1.1155,1.0893e-06,0,99.894,1.8494,3.268e-06,2,0.016216
1,2,4,36.357,0.98744,1.0893e-06,0,99.96,1.8477,0.0004473,3,0.018493
1,2,5,36.357,0.9955,0.000152,0,99.953,1.7874,0.0004473,4,0.019397
1,2,6,38.389,1.0696,0.0001417,0,99.952,1.9273,0.0004473,4,0.019658
1,2,7,90.172,1.1949,0.00049908,0,91.696,1.7805,0.0029075,5,0.02204
1,2,8,79.869,1.2478,0.00049908,0,97.832,1.8609,0.0029075,5,0.022738
1,2,9,81.905,1.1945,0.00049908,0,91.141,1.724,1.0893e-06,6,0.02407
1,2,10,99.817,2.838,0.0075958,0,99.693,3.3564,6.7036e-06,10,0.027121
1,2,11,99.941,2.8421,0.0075958,0,99.693,3.3214,0.00014807,11,0.027194
1,2,12,96.199,2.6508,0.0075958,0,81.334,2.2023,1.0893e-06,5,0.026411
1,2,13,99.892,2.6355,0.001725,0,96.099,1.8846,0.00015929,17,0.027516
1,2,14,99.929,2.8363,0.001725,0,96.448,2.4087,0.014551,6,0.028356
1,2,15,93.667,2.4876,0.001725,0,98.415,2.3627,0.014551,6,0.029236
1,2,16,93.948,2.6157,0.001725,0,98.875,2.2897,0.014551,6,0.030393
1,2,17,94.298,2.6188,0.001725,0,99.172,2.2932,0.014551,6,0.031658
2,0,0,39.961,1.6907,0.00011735,0,39.961,1.6907,0.00011735,0,0.0013341
