1,0,0,100,1.06,0.0025854,17,0,0,100,0,0.01014
1,0,1,100,1.1096,0.0018527,69,0,0,100,0,0.032368
1,0,2,100,1.1958,8.2167e-08,162,0,0,100,0,0.060873
1,0,3,100,1.0491,4.1083e-07,232,0,0,100,0,0.11858
1,0,4,100,1.1329,4.1083e-07,685,0,0,100,0,0.12772
1,0,5,100,1.1522,4.1083e-07,796,0,0,100,0,0.15776
1,0,6,100,1.3103,9.86e-07,1188,0,0,100,0,0.19174
1,0,7,100,1.2531,9.86e-07,855,0,0,100,0,0.23102
1,0,8,100,1.2458,9.86e-07,970,0,0,100,0,0.22346
1,0,9,100,1.1952,9.86e-07,538,0,0,100,0,0.25652
1,0,10,100,1.0172,4.1083e-07,168,0,0,100,0,0.21613
1,0,11,100,1.124,9.86e-07,530,0,0,100,0,0.26653
1,0,12,100,1.1283,9.86e-07,534,0,0,100,0,0.25917
1,0,13,100,1.2265,9.86e-07,389,0,0,100,0,0.25208
1,0,14,100,1.1908,9.86e-07,406,0,0,100,0,0.25259
1,0,15,100,1.1535,9.86e-07,445,0,0,100,0,0.25724
1,0,16,100,1.2671,9.86e-07,466,0,0,100,0,0.27104
1,0,17,100,1.1993,9.86e-07,385,0,0,100,0,0.26488
1,0,18,100,1.1763,9.86e-07,344,0,0,100,0,0.28308
1,0,19,100,1.0338,2.465e-06,253,0,0,100,0,0.27557
1,0,20,100,0.96056,5.649e-07,196,0,0,100,0,0.27986
1,0,21,100,0.87419,5.649e-07,63,0,0,100,0,0.29327
1,0,22,100,0.78198,2.465e-06,136,0,0,100,0,0.29491
1,0,23,100,0.64915,5.649e-07,36,0,0,100,0,0.29786
1,0,24,100,0.5454,5.649e-07,6,0,0,100,0,0.29643
1,0,25,100,0.55157,5.649e-07,6,0,0,100,0,0.31202
1,0,26,100,0.58123,5.649e-07,3,0,0,100,0,0.30822
1,0,27,100,0.55528,5.649e-07,3,0,0,100,0,0.30089
1,0,28,100,0.54047,5.649e-07,2,0,0,100,0,0.31303
1,0,29,100,0.50822,5.649e-07,6,0,0,100,0,0.31511
1,0,30,100,0.47357,5.649e-07,7,0,0,100,0,0.30895
1,0,31,100,0.5087,5.649e-07,31,0,0,100,0,0.31716
1,0,32,100,0.5163,5.649e-07,28,0,0,100,0,0.30552
1,0,33,100,0.48788,5.649e-07,31,0,0,100,0,0.31535
1,0,34,100,0.47107,5.649e-07,32,0,0,100,0,0.31979
1,0,35,100,0.49173,5.649e-07,27,0,0,100,0,0.3273
1,0,36,100,0.4745,5.649e-07,30,0,0,100,0,0.31643
1,0,37,100,0.47057,5.649e-07,25,0,0,100,0,0.31865
1,0,38,100,0.44585,5.649e-07,25,0,0,100,0,0.32609
1,0,39,99.975,0.34936,5.649e-07,5,0,0,100,0,0.32956
1,0,40,81.207,0.28316,5.649e-07,5,0,0,100,0,0.34168
1,0,41,81.207,0.27974,5.649e-07,5,0,0,100,0,0.34158
