0,0,0.85494,0,0.85494,0,0,0,0,2.2701,0,0,0,0,0,0.85494,0,0,0,4.211,0,0
0,0,0,0,0,0,186.59,0,0,0,0,0,0,84.723,0.87919,0,0,0,0,0,0,0
1374.6,0,0,0,0,0,377.45,0,0,0,0,0,112.71,0,0,0,0,0,0,0,0,0
0,0,0,0,1.4151,0,0,0,0,0,0,0,0,0,0,0,29.03,0,0,0,29.645,0
5.0835,0,0,3.8952,0,0,0.53067,0.53067,0,0,0.53067,0,0.53067,0,0.53067,0,0,0,0.53067,0,0,0
0,0,0,0,0,0,610.38,0,0,0,0,0,39.284,0,0,0,0,8.3648,0,0,0,0
0,0.70756,0.70756,0,202.37,0.70756,0,0,0,0,0,0,0,0.70756,0,0,0,0,0,0,0,0.70756
0,0,0,0,803.89,0,0,0,0,0,0,0,301.65,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,1608.2,0,0,0,0,0,0,0,0,0,1.4427,0,0
2.9862,0,0,0,0,0,0,0,6.504,0,0,0,0,0,0,0,0,0,0,0,3.5464,0
0,0,0,0,840.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,198.93
0,0,0,0,0,0,0,0,0,0,0,0,308.91,0,92.883,0,0,0,0,0,0,0
0,0,0.01597,0,21.449,0.11428,0,3.7957,0,0,0,5.8772,0,0,0,0,0,0,0,0,0,0
0,24.213,0,0,0,0,135.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,18.797,0,0,133.43,0,0,0,0,0,0,61.566,0,0,0,0,0,0,0,0,0,59.81
661.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,520.91
0,0,0,491.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,343.36,0,0,0
0,0,0,0,0,55.914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,316.83
0,0,0,0,4.3154,0,0,0,0,0,0,0,0,0,0,0,74.63,0,0,0,0,60.822
2.6834,0,0,0,0,0,0,0,1.7416,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,65.711,0,0,0,0,0,41.558,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,131.74,0,0,0,0.70756,0,0,0,0.70756,0.70756,0,0.70756,0.70756,0,0,0
