0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3244e+05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6302.8,0,1.8197e+05,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40792,0,0,0,0,0,0,0,0,0,0,0,0,14209,0,10261
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.7558e+05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0.378,0,0,0,0,0,0,0,0,1007.7,0,0,0,0,0,0,0,0,0,0,0.378,22.357,0,0,0,0,0,0,0,0,0,0,3.9858,0,0,0,0,0,0
0,0,0,0,0,3.3696e+05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6091e+05,0,0,0,0,0,0,0,0,0,0,0,0,35930,0,0,0,0,0,0,0,0,37698,0,0,0,0,0
0,0,0,0,11225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0096,0.0096,0,0,0.0096,0,0,0,0,0,0,0.0096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,4938.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.4474e+05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.9461e+05,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,2343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,2.3697e+05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31392,0,0,0,0,0,0,62809,0,0,0,0,0,0,0,0,0,1515.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,67172,0,0,0,0,0,0,0,0,0,0,8.3647e+05,0,0,0,0,0,0,0,0,0,7095.5,0,0,0,0,0,0,0,0,13126,0,0,0,0,0
0,0,0,81047,0,0,0,0,0,0,0,0,0,3.3647e+05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3847.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0.00816,0,0,0.00816,0,0,0,0,0,0,0,0,0,0,0,0,0,3126.3,0,0,0,0,0,0.00816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00816
