1,0,0,33.301,1.4089,9.7789e-05,0,0,0,100,0,0.0031762
1,0,1,66.988,1.6991,9.7789e-05,0,56.636,1.5214,3.7205e-05,5,0.014314
1,0,2,55.3,1.4245,3.268e-06,0,85.705,3.0594,0.0021696,6,0.022276
1,0,3,50.826,1.2766,3.268e-06,0,99.995,2.7158,3.268e-06,8,0.022635
1,0,4,45.704,1.0161,1.0893e-06,0,49.38,1.3911,3.268e-06,10,0.026488
1,0,5,49.634,0.93282,1.0893e-06,0,76.977,1.5848,3.268e-06,13,0.028613
1,0,6,41.63,0.78424,1.0893e-06,0,100,1.9146,1.0893e-06,8,0.028662
1,0,7,31.881,0.68807,1.0893e-06,0,99.999,1.8083,1.0893e-06,8,0.034152
1,0,8,41.434,0.67496,0.00096917,0,100,1.363,0.013808,6,0.032595
1,0,9,29.634,0.57242,0.00096917,0,99.925,1.4969,0.013808,6,0.033124
1,0,10,29.634,0.51958,0.00096917,0,99.999,1.1396,0.013808,6,0.036405
1,0,11,29.627,0.51954,0.00096917,0,100,1.0588,0.013808,6,0.034539
1,0,12,28.647,0.4553,0.00096917,0,100,0.9902,0.013808,6,0.032767
1,0,13,28.647,0.44018,0.00096917,0,100,0.74006,0.013808,6,0.033992
1,0,14,27.365,0.39218,0.00096917,0,99.999,0.69089,0.013808,6,0.033044
1,0,15,30.988,0.40098,0.00096917,0,99.999,0.69969,0.013808,6,0.032753
1,0,16,18.48,0.32628,0.00096917,0,99.999,0.62544,0.013808,6,0.036412
1,0,17,18.48,0.32396,0.00096917,0,46.615,0.34148,0.013808,7,0.03756
1,1,0,33.301,1.4089,9.7789e-05,0,0,0,100,0,0.001537
1,1,1,56.864,1.4399,3.7205e-05,0,97.748,1.9468,3.7205e-05,4,0.013999
1,1,2,55.3,1.4245,3.268e-06,0,85.705,3.0594,0.0021696,6,0.023028
1,1,3,50.18,1.2603,3.268e-06,0,99.99,2.7032,3.268e-06,8,0.031367
1,1,4,50.18,0.98135,1.0893e-06,0,49.38,1.4131,3.268e-06,10,0.025249
1,1,5,47.043,0.88981,1.0893e-06,0,79.874,1.9198,6.7036e-06,12,0.024792
1,1,6,46.381,0.75668,1.0893e-06,0,100,2.369,1.0893e-06,6,0.031277
1,1,7,46.381,0.65827,5.0277e-07,0,100,2.8483,5.0277e-07,8,0.03166
1,1,8,28.231,0.5172,5.0277e-07,0,100,2.6058,5.0277e-07,8,0.029401
1,1,9,28.231,0.47399,5.0277e-07,0,71.46,1.1214,5.0277e-07,9,0.029538
1,1,10,28.231,0.38606,5.0277e-07,0,71.46,1.0246,5.0277e-07,9,0.030643
1,1,11,27.365,0.34677,6.8712e-06,0,68.53,0.79718,0.0095534,7,0.030701
1,1,12,17.869,0.30605,6.8712e-06,0,68.524,0.90238,0.0095534,8,0.034651
1,1,13,16.311,0.25634,6.8712e-06,0,82.372,0.83852,0.0095534,8,0.031902
1,1,14,16.312,0.22081,6.8712e-06,0,82.372,0.78476,0.0095534,8,0.035616
1,1,15,16.312,0.19776,6.8712e-06,0,86.398,0.68021,0.0095534,9,0.030082
1,1,16,16.312,0.15195,6.8712e-06,0,45.189,0.4353,0.0095534,9,0.030414
1,1,17,5.2473,0.11154,6.8712e-06,0,45.189,0.27989,0.0095534,9,0.032236
1,2,0,33.301,1.4089,9.7789e-05,0,0,0,100,0,0.0013346
1,2,1,56.864,1.4399,3.7205e-05,0,97.748,1.9468,3.7205e-05,4,0.012744
1,2,2,55.3,1.4245,3.268e-06,0,86.334,3.0504,0.0021696,6,0.022689
1,2,3,47.404,1.2476,1.0893e-06,0,93.7,1.844,0.000288,8,0.028338
1,2,4,75.236,1.2192,1.0893e-06,0,97.194,2.1884,0.0004473,11,0.026244
1,2,5,75.236,1.149,0.0004473,0,76.126,1.2674,0.0004473,3,0.02661
1,2,6,77.717,1.1157,0.0004473,0,78.608,1.2351,0.0004473,3,0.027604
1,2,7,42.746,0.88499,0.00096917,0,73.965,1.5104,0.001725,5,0.030332
1,2,8,42.746,0.7759,0.00096917,0,74.335,1.5999,5.0277e-07,6,0.032266
1,2,9,42.746,0.76695,0.00049908,0,100,1.8762,0.00033272,10,0.031526
1,2,10,48.663,0.56805,0.00049908,0,100,1.7776,0.00033272,10,0.032366
1,2,11,48.663,0.56136,0.00049908,0,92.922,1.3413,0.00033272,10,0.03742
1,2,12,48.663,0.50395,0.00096917,0,86.851,0.90121,0.00033272,6,0.045464
1,2,13,48.663,0.46446,0.00082814,0,86.55,0.76066,0.001725,3,0.033235
1,2,14,34.487,0.36958,0.00082814,0,86.55,0.66578,0.001725,3,0.034628
1,2,15,48.661,0.45704,0.00082814,0,53.125,0.6278,0.001725,3,0.033594
1,2,16,49.037,0.40756,0.00082814,0,53.501,0.57833,0.001725,3,0.037738
1,2,17,19.224,0.30295,0.00082814,0,46.51,0.47372,0.001725,3,0.038099
2,0,0,39.961,1.6907,0.00011735,0,0,0,100,0,0.0012457
2,0,1,80.385,2.0389,0.00011735,0,67.964,1.8257,4.4646e-05,5,0.012925
2,0,2,66.36,1.7094,3.9216e-06,0,96.884,3.5938,0.0026035,5,0.022412
2,0,3,60.991,1.5319,3.9216e-06,0,99.989,3.0554,3.9216e-06,8,0.022169
2,0,4,60.935,1.4344,0.00053676,0,88.345,1.7782,0.00053676,10,0.024165
2,0,5,59.561,1.1194,1.3072e-06,0,92.372,1.9722,0.00053676,9,0.028693
2,0,6,59.561,1.0719,1.3072e-06,0,92.17,1.9133,0.00053676,11,0.027802
2,0,7,50.266,0.89359,1.3072e-06,0,99.667,2.1861,1.3072e-06,8,0.033486
2,0,8,59.505,0.87264,0.00053676,0,99.512,1.4087,8.2454e-06,7,0.031106
2,0,9,50.045,0.75058,0.001163,0,100,1.5051,0.016569,6,0.041631
